epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,5238.84,0.91562,0.67338,1.1044,0.93018,0.87344,0.9309,0.68681,0.94982,0.48073,0.8925,1.60008e-05,1.60008e-05,1.60008e-05
86,5298.48,0.91932,0.67015,1.10571,0.932,0.87214,0.93051,0.68738,0.94942,0.48069,0.89251,1.50009e-05,1.50009e-05,1.50009e-05
87,5357.96,0.91837,0.67437,1.10308,0.93245,0.87179,0.93059,0.68677,0.94975,0.48034,0.89253,1.40009e-05,1.40009e-05,1.40009e-05
88,5417.26,0.91332,0.67505,1.10291,0.93013,0.8732,0.93073,0.68726,0.94986,0.48046,0.89276,1.30009e-05,1.30009e-05,1.30009e-05
89,5476.9,0.9192,0.67973,1.10465,0.92878,0.87273,0.93069,0.68723,0.94973,0.48056,0.89274,1.20009e-05,1.20009e-05,1.20009e-05
90,5536.86,0.9211,0.67328,1.10426,0.93133,0.87202,0.93061,0.68726,0.95009,0.48084,0.8926,1.10009e-05,1.10009e-05,1.10009e-05
91,5619.62,0.867,0.60046,1.07581,0.93567,0.87064,0.9313,0.68731,0.94854,0.48006,0.89215,1.00009e-05,1.00009e-05,1.00009e-05
92,5678.15,0.87226,0.59678,1.0793,0.93708,0.86967,0.93194,0.68735,0.94763,0.48026,0.89188,9.00091e-06,9.00091e-06,9.00091e-06
93,5736.85,0.87345,0.59439,1.07741,0.93612,0.8703,0.9321,0.68854,0.94724,0.48015,0.89172,8.00092e-06,8.00092e-06,8.00092e-06
94,5795.09,0.86068,0.59032,1.07211,0.93592,0.86849,0.932,0.6889,0.94674,0.48015,0.89162,7.00093e-06,7.00093e-06,7.00093e-06
95,5854.42,0.86678,0.59115,1.07381,0.93372,0.87061,0.9322,0.6895,0.94609,0.48037,0.8915,6.00094e-06,6.00094e-06,6.00094e-06
96,5913.39,0.86181,0.58818,1.07199,0.93539,0.86778,0.93211,0.69021,0.94608,0.4807,0.89137,5.00095e-06,5.00095e-06,5.00095e-06
97,5974,0.86483,0.5913,1.07091,0.93529,0.86869,0.93283,0.69009,0.94584,0.48116,0.89141,4.00096e-06,4.00096e-06,4.00096e-06
98,6033.02,0.86612,0.59051,1.07121,0.93412,0.86967,0.93254,0.69012,0.94495,0.48107,0.89122,3.00097e-06,3.00097e-06,3.00097e-06
99,6090.76,0.86454,0.58891,1.07307,0.93458,0.8692,0.9328,0.6905,0.94488,0.48122,0.89121,2.00098e-06,2.00098e-06,2.00098e-06
100,6148.68,0.86234,0.58913,1.07226,0.93387,0.86863,0.93255,0.69065,0.9443,0.4814,0.89114,1.00099e-06,1.00099e-06,1.00099e-06
